restaurant_id,product_family_id,target_gap_percentage,theoretical_unit_cost,actual_unit_cost,selling_price,units_sold,waste_kg,qsp_score,operational_anomaly,revenue,year,month,day_of_week,is_weekend,quarter,price_cost_ratio,waste_per_unit,gap_rolling_mean_3,gap_rolling_mean_7,gap_lag_1,revenue_lag_1,waste_lag_1,anomaly_lag_1,gap_lag_2,revenue_lag_2,waste_lag_2,anomaly_lag_2,gap_lag_3,revenue_lag_3,waste_lag_3,anomaly_lag_3,gap_lag_7,revenue_lag_7,waste_lag_7,anomaly_lag_7,rest_avg_gap_cum,prod_avg_gap_cum,region_Paris,region_Lyon,region_Marseille,region_Toulouse,region_Lille,region_Bordeaux,region_Nantes,region_Strasbourg,region_Rennes,region_Nice,cat_Poulet,cat_Sandwich,cat_Autre,cat_Boisson,cat_Dessert,gap_percentage
1,6,4.0,4.2,4.343237354166667,9.24,54,0.055,0.82,0,498.96,2024,1,1,0,1,2.1274453239668434,0.0010185185185185184,2.610413194444447,2.803270337301592,2.2104131944444405,242.0,0.032,0.0,2.580413194444463,150.04,0.025,0.0,3.040413194444438,36.96,0.02,0.0,3.08041319444446,246.4,0.038,0.0,2.8491631944444475,3.170413194444436,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.410413194444448
1,7,3.5,2.8,2.890731569444444,6.16,44,0.043,0.75,0,271.04,2024,1,1,0,1,2.1309484647804435,0.0009772727272727272,2.7337465277777837,2.8504131944444473,3.410413194444448,498.96,0.055,0.0,2.2104131944444405,242.0,0.032,0.0,2.580413194444463,150.04,0.025,0.0,2.6604131944444585,204.6,0.025,0.0,2.9115243055555586,3.125413194444448,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.24041319444444
1,3,4.0,3.1,3.1824728090277783,6.82,37,0.031,0.85,0,252.34,2024,1,1,0,1,2.1429876731872093,0.0008378378378378379,2.9537465277777764,2.9332703373015874,3.24041319444444,271.04,0.043,0.0,3.410413194444448,498.96,0.055,0.0,2.2104131944444405,242.0,0.032,0.0,3.030413194444445,454.3,0.055,0.0,2.9444131944444467,2.970413194444452,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.660413194444459
1,8,3.5,3.5,3.610264461805556,7.7,60,0.058,0.79,0,462.0,2024,1,1,0,1,2.132807743438578,0.0009666666666666667,3.103746527777782,2.8804131944444467,2.660413194444459,252.34,0.031,0.0,3.24041319444444,271.04,0.043,0.0,3.410413194444448,498.96,0.055,0.0,3.020413194444439,69.3,0.02,0.0,2.9185950126262656,2.9854131944444497,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1504131944444507
1,1,4.0,1.5,1.545306197916667,3.3,33,0.031,0.82,0,108.9,2024,1,1,0,1,2.1354991033161945,0.0009393939393939394,3.017079861111116,2.898984623015877,3.1504131944444507,462.0,0.058,0.0,2.660413194444459,252.34,0.031,0.0,3.24041319444444,271.04,0.043,0.0,3.040413194444438,36.96,0.02,0.0,2.937913194444448,2.9924131944444476,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.020413194444439
1,2,1.5,0.8,0.8228033055555555,1.76,27,0.024,0.92,0,47.52,2024,1,1,0,1,2.1390288397196593,0.0008888888888888889,2.943746527777783,2.8961274801587344,3.020413194444439,108.9,0.031,0.0,3.1504131944444507,462.0,0.058,0.0,2.660413194444459,252.34,0.031,0.0,2.580413194444463,150.04,0.025,0.0,2.944259348290601,3.000413194444446,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.85041319444443
1,4,5.0,2.2,2.267329090277778,4.84,52,0.049,0.86,0,251.68,2024,1,1,0,1,2.134670269416883,0.0009423076923076924,3.0070798611111065,2.9346989087301583,2.85041319444443,47.52,0.024,0.0,3.020413194444439,108.9,0.031,0.0,3.1504131944444507,462.0,0.058,0.0,2.2104131944444405,242.0,0.032,0.0,2.937556051587303,2.9404131944444485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.060413194444449
1,5,4.0,2.5,2.567760329861111,5.5,41,0.035,0.8,0,225.5,2024,1,1,0,1,2.1419444548773336,0.000853658536585366,2.9770798611111062,3.056127480158731,3.060413194444449,251.68,0.049,0.0,2.85041319444443,47.52,0.024,0.0,3.020413194444439,108.9,0.031,0.0,3.410413194444448,498.96,0.055,0.0,2.9457465277777795,2.8491631944444475,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.71041319444445
1,6,4.0,4.2,4.331057354166667,9.24,33,0.032,0.89,0,304.92,2024,1,2,0,1,2.13342822419812,0.0009696969696969697,2.8737465277777763,2.956127480158731,2.71041319444445,225.5,0.035,0.0,3.060413194444449,251.68,0.049,0.0,2.85041319444443,47.52,0.024,0.0,3.24041319444444,271.04,0.043,0.0,2.9310381944444464,2.9115243055555586,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.120413194444446
1,7,3.5,2.8,2.877851569444444,6.16,77,0.067,0.88,0,474.32,2024,1,2,0,1,2.1404856544387934,0.0008701298701298702,2.9637465277777815,2.9389846230158745,3.120413194444446,304.92,0.032,0.0,2.71041319444445,225.5,0.035,0.0,3.060413194444449,251.68,0.049,0.0,2.660413194444459,252.34,0.031,0.0,2.9421779003267994,2.9444131944444467,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.78041319444444
1,3,4.0,3.1,3.191462809027778,6.82,54,0.049,0.87,0,368.28,2024,1,2,0,1,2.136951112420323,0.0009074074074074074,2.8704131944444455,2.9561274801587287,2.78041319444444,474.32,0.067,0.0,3.120413194444446,304.92,0.032,0.0,2.71041319444445,225.5,0.035,0.0,3.1504131944444507,462.0,0.058,0.0,2.933190972222224,2.9185950126262656,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9504131944444607
1,8,3.5,3.5,3.6137644618055553,7.7,40,0.04,0.9,0,308.0,2024,1,2,0,1,2.1307420783458664,0.001,2.9504131944444487,2.927556051587302,2.9504131944444607,368.28,0.049,0.0,2.78041319444444,474.32,0.067,0.0,3.120413194444446,304.92,0.032,0.0,3.020413194444439,108.9,0.031,0.0,2.9340974049707627,2.937913194444448,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.250413194444445
1,1,4.0,1.5,1.5568561979166666,3.3,76,0.085,0.77,0,250.8,2024,1,2,0,1,2.1196562690991954,0.001118421052631579,2.993746527777782,2.960413194444446,3.250413194444445,308.0,0.04,0.0,2.9504131944444607,368.28,0.049,0.0,2.78041319444444,474.32,0.067,0.0,2.85041319444443,47.52,0.024,0.0,2.9499131944444468,2.944259348290601,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.790413194444452
1,2,1.5,0.8,0.8242433055555556,1.76,77,0.072,0.76,0,135.52,2024,1,2,0,1,2.135291834507199,0.000935064935064935,3.330413194444452,3.094698908730163,3.790413194444452,250.8,0.085,0.0,3.250413194444445,308.0,0.04,0.0,2.9504131944444607,368.28,0.049,0.0,3.060413194444449,251.68,0.049,0.0,2.9899370039682567,2.937556051587303,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.030413194444445
1,4,5.0,2.2,2.264909090277778,4.84,24,0.022,0.9,0,116.16,2024,1,2,0,1,2.136951112420323,0.0009166666666666666,3.3570798611111137,3.090413194444448,3.030413194444445,135.52,0.072,0.0,3.790413194444452,250.8,0.085,0.0,3.250413194444445,308.0,0.04,0.0,2.71041319444445,225.5,0.035,0.0,2.9917768308080834,2.9457465277777795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9504131944444487
1,5,4.0,2.5,2.568760329861111,5.5,30,0.026,0.77,0,165.0,2024,1,2,0,1,2.1411106112407836,0.0008666666666666666,3.2570798611111154,3.1246989087301626,2.9504131944444487,116.16,0.022,0.0,3.030413194444445,135.52,0.072,0.0,3.790413194444452,250.8,0.085,0.0,3.120413194444446,304.92,0.032,0.0,2.9899784118357515,2.9310381944444464,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.750413194444435
1,6,4.0,4.2,4.320977354166668,9.24,49,0.044,0.78,0,452.76,2024,1,3,0,1,2.1384050974231505,0.0008979591836734694,2.910413194444443,3.071841765873018,2.750413194444435,165.0,0.026,0.0,2.9504131944444487,116.16,0.022,0.0,3.030413194444445,135.52,0.072,0.0,2.78041319444444,474.32,0.067,0.0,2.97999652777778,2.9421779003267994,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.880413194444458
1,7,3.5,2.8,2.8750515694444445,6.16,36,0.03,0.81,0,221.76,2024,1,3,0,1,2.1425702639449757,0.0008333333333333333,2.8604131944444475,3.086127480158735,2.880413194444458,452.76,0.044,0.0,2.750413194444435,165.0,0.026,0.0,2.9504131944444487,116.16,0.022,0.0,2.9504131944444607,368.28,0.049,0.0,2.976013194444447,2.933190972222224,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6804131944444576
1,3,4.0,3.1,3.202622809027778,6.82,68,0.068,0.87,0,463.76,2024,1,3,0,1,2.1295045987855032,0.001,2.77041319444445,3.047556051587306,2.6804131944444576,221.76,0.03,0.0,2.880413194444458,452.76,0.044,0.0,2.750413194444435,165.0,0.026,0.0,3.250413194444445,308.0,0.04,0.0,2.9646439636752167,2.9340974049707627,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.310413194444441
