restaurant_id,region,product_family_id,product_category,target_gap_percentage,theoretical_unit_cost,actual_unit_cost,selling_price,units_sold,waste_kg,qsp_score,operational_anomaly,revenue,year,month,day,day_of_week,day_of_year,week_of_year,quarter,is_weekend,is_month_start,is_month_end,season,rest_avg_gap,rest_std_gap,rest_min_gap,rest_max_gap,rest_anomaly_rate,rest_avg_revenue,prod_avg_gap,prod_std_gap,prod_avg_units,prod_avg_revenue,price_cost_ratio,theoretical_price_cost_ratio,cost_variance,cost_variance_pct,gap_lag_1,anomaly_lag_1,revenue_lag_1,gap_lag_2,anomaly_lag_2,revenue_lag_2,gap_lag_3,anomaly_lag_3,revenue_lag_3,gap_lag_7,anomaly_lag_7,revenue_lag_7,gap_lag_14,anomaly_lag_14,revenue_lag_14,gap_rolling_mean_3,gap_rolling_std_3,gap_rolling_mean_7,gap_rolling_std_7,gap_rolling_mean_14,gap_rolling_std_14,interaction_gap_percentage,interaction_operational_anomaly,interaction_revenue,waste_per_unit,revenue_per_unit,profit_margin,gap_to_target,abs_gap_to_target,gap_percentile,gap_trend_3d,gap_trend_7d,high_waste_flag,low_qsp_flag,high_revenue_flag,gap_percentage,gap_severity,date,restaurant_name,product_family_name
1,Paris,4,Dessert,5.0,2.2,2.267329090277778,4.84,52,0.049,0.86,0,251.68,2024,1,2,1,2,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,3.895,1.761,49.493,239.548,2.134670269416883,2.1999999999999997,0.06732909027777767,3.0604131944444393,2.85041319444443,0.0,47.52,3.020413194444439,0.0,108.9,3.1504131944444507,0.0,462.0,2.2104131944444405,0.0,242.0,3.170413194444436,0.0,443.52,2.9770798611111062,0.11150485789119448,3.056127480158731,0.24784787961281998,2.929698908730161,0.30955214015174626,2.911,0.0,250.04,0.0009423076923076924,4.84,0.5315435763888888,-1.939586805555551,1.939586805555551,0.6666666666666666,-0.09000000000000163,0.8500000000000085,0,0,0,3.060413194444449,MODÉRÉ,2024-01-02,KFC Paris Louvre,Desserts
1,Paris,5,Autre,4.0,2.5,2.567760329861111,5.5,41,0.035,0.8,0,225.5,2024,1,2,1,2,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,3.7,1.772,49.336,271.346,2.1419444548773336,2.2,0.06776032986111113,2.7104131944444454,3.060413194444449,0.0,251.68,2.85041319444443,0.0,47.52,3.020413194444439,0.0,108.9,3.410413194444448,0.0,498.96,3.08041319444446,0.0,246.4,2.8737465277777763,0.17616280348965135,2.956127480158731,0.22082097898955028,2.903270337301589,0.3114835116374163,2.676,0.0,275.703,0.000853658536585366,5.5,0.5331344854797979,-1.2895868055555502,1.2895868055555502,0.26805555555555555,-0.30999999999998895,-0.699999999999998,0,0,0,2.71041319444445,MODÉRÉ,2024-01-02,KFC Paris Louvre,Petits Déjeuners
1,Paris,6,Poulet,4.0,4.2,4.331057354166667,9.24,33,0.032,0.89,0,304.92,2024,1,3,2,3,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,4.297,1.767,49.518,457.549,2.13342822419812,2.2,0.13105735416666686,3.120413194444449,2.71041319444445,0.0,225.5,3.060413194444449,0.0,251.68,2.85041319444443,0.0,47.52,3.24041319444444,0.0,271.04,2.6604131944444585,0.0,204.6,2.9637465277777815,0.2214347157365638,2.9389846230158745,0.19861424683949103,2.936127480158731,0.30813868720017856,3.287,0.0,445.111,0.0009696969696969697,9.24,0.5312708491161616,-0.879586805555554,0.879586805555554,0.4791666666666667,0.270000000000016,-0.11999999999999389,0,0,0,3.120413194444446,MODÉRÉ,2024-01-03,KFC Paris Louvre,Poulet Frit
1,Paris,7,Sandwich,3.5,2.8,2.877851569444444,6.16,77,0.067,0.88,0,474.32,2024,1,3,2,3,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,3.801,1.771,49.701,306.159,2.1404856544387934,2.2,0.07785156944444438,2.7804131944444426,3.120413194444446,0.0,304.92,2.71041319444445,0.0,225.5,3.060413194444449,0.0,251.68,2.660413194444459,0.0,252.34,3.030413194444445,0.0,454.3,2.8704131944444455,0.21931712199461262,2.9561274801587287,0.17424667790780285,2.918270337301588,0.3094953354048518,2.826,0.0,286.2,0.0008701298701298702,6.16,0.5328163036616163,-0.7195868055555601,0.7195868055555601,0.275,-0.28000000000000913,0.11999999999998101,0,0,1,2.78041319444444,MODÉRÉ,2024-01-03,KFC Paris Louvre,Sandwichs
1,Paris,3,Poulet,4.0,3.1,3.191462809027778,6.82,54,0.049,0.87,0,368.28,2024,1,3,2,3,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,3.994,1.76,49.836,339.878,2.136951112420323,2.2,0.09146280902777804,2.9504131944444527,2.78041319444444,0.0,474.32,3.120413194444446,0.0,304.92,2.71041319444445,0.0,225.5,3.1504131944444507,0.0,462.0,3.020413194444439,0.0,69.3,2.9504131944444487,0.1700000000000034,2.927556051587302,0.15206514894547662,2.913270337301589,0.3082813043915604,3.006,0.0,347.782,0.0009074074074074074,6.819999999999999,0.5320435763888888,-1.0495868055555393,1.0495868055555393,0.29583333333333334,0.24000000000001087,-0.19999999999998996,0,0,0,2.9504131944444607,MODÉRÉ,2024-01-03,KFC Paris Louvre,Burger Poulet
1,Paris,8,Sandwich,3.5,3.5,3.6137644618055553,7.7,40,0.04,0.9,0,308.0,2024,1,3,2,3,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,4.204,1.762,49.491,381.077,2.1307420783458664,2.2,0.11376446180555533,3.2504131944444383,2.9504131944444607,0.0,368.28,2.78041319444444,0.0,474.32,3.120413194444446,0.0,304.92,3.020413194444439,0.0,108.9,3.040413194444438,0.0,36.96,2.993746527777782,0.23797758998135515,2.960413194444446,0.19442222095223724,2.92827033730159,0.31983598131707175,3.186,0.0,376.359,0.001,7.7,0.5306799400252525,-0.249586805555555,0.249586805555555,0.7444444444444445,0.129999999999999,0.2300000000000062,0,0,0,3.250413194444445,MODÉRÉ,2024-01-03,KFC Paris Louvre,Wraps & Salades
1,Paris,1,Autre,4.0,1.5,1.5568561979166666,3.3,76,0.085,0.77,0,250.8,2024,1,3,2,3,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,4.502,1.766,49.107,162.054,2.1196562690991954,2.1999999999999997,0.05685619791666663,3.790413194444442,3.250413194444445,0.0,308.0,2.9504131944444607,0.0,368.28,2.78041319444444,0.0,474.32,2.85041319444443,0.0,47.52,2.580413194444463,0.0,150.04,3.330413194444452,0.4256759330758536,3.094698908730163,0.35994708605836123,3.0146989087301606,0.3769863144978638,3.495,0.0,164.505,0.001118421052631579,3.3000000000000003,0.528225394570707,-0.20958680555554787,0.20958680555554787,0.9166666666666666,1.0100000000000122,0.9400000000000222,1,1,0,3.790413194444452,MODÉRÉ,2024-01-03,KFC Paris Louvre,Accompagnements
1,Paris,2,Boisson,1.5,0.8,0.8242433055555556,1.76,77,0.072,0.76,0,135.52,2024,1,3,2,3,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,3.606,1.775,49.672,87.423,2.135291834507199,2.1999999999999997,0.02424330555555554,3.030413194444442,3.790413194444452,0.0,250.8,3.250413194444445,0.0,308.0,2.9504131944444607,0.0,368.28,3.060413194444449,0.0,251.68,2.2104131944444405,0.0,242.0,3.3570798611111137,0.3910669166950049,3.090413194444448,0.3606013495999897,3.0732703373015897,0.2977977778350883,2.589,0.0,87.599,0.000935064935064935,1.7600000000000002,0.5316799400252524,1.5304131944444448,1.5304131944444448,0.9277777777777778,0.07999999999998408,-0.030000000000004245,0,1,0,3.030413194444445,MODÉRÉ,2024-01-03,KFC Paris Louvre,Boissons
1,Paris,4,Dessert,5.0,2.2,2.264909090277778,4.84,24,0.022,0.9,0,116.16,2024,1,3,2,3,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,3.895,1.761,49.493,239.548,2.136951112420323,2.1999999999999997,0.0649090902777778,2.950413194444445,3.030413194444445,0.0,135.52,3.790413194444452,0.0,250.8,3.250413194444445,0.0,308.0,2.71041319444445,0.0,225.5,3.410413194444448,0.0,498.96,3.2570798611111154,0.4636090306857031,3.1246989087301626,0.32842336208300643,3.040413194444447,0.2827339058876059,2.911,0.0,250.04,0.0009166666666666666,4.84,0.5320435763888888,-2.0495868055555513,2.0495868055555513,0.5055555555555555,-0.29999999999999627,0.23999999999999888,0,0,0,2.9504131944444487,MODÉRÉ,2024-01-03,KFC Paris Louvre,Desserts
1,Paris,5,Autre,4.0,2.5,2.568760329861111,5.5,30,0.026,0.77,0,165.0,2024,1,3,2,3,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,3.7,1.772,49.336,271.346,2.1411106112407836,2.2,0.06876032986111102,2.750413194444441,2.9504131944444487,0.0,116.16,3.030413194444445,0.0,135.52,3.790413194444452,0.0,250.8,3.120413194444446,0.0,304.92,3.24041319444444,0.0,271.04,2.910413194444443,0.1442220510185667,3.071841765873018,0.3576976643027199,3.0054131944444467,0.286376567584604,2.676,0.0,275.703,0.0008666666666666666,5.5,0.5329526672979799,-1.2495868055555648,1.2495868055555648,0.28888888888888886,-1.040000000000017,-0.37000000000001076,0,1,0,2.750413194444435,MODÉRÉ,2024-01-03,KFC Paris Louvre,Petits Déjeuners
1,Paris,6,Poulet,4.0,4.2,4.320977354166668,9.24,49,0.044,0.78,0,452.76,2024,1,4,3,4,1,1,0,0,0,Winter,2.997,0.406,2.11,3.99,0.0,279.162,4.297,1.767,49.518,457.549,2.1384050974231505,2.2,0.12097735416666744,2.8804131944444626,2.750413194444435,0.0,165.0,2.9504131944444487,0.0,116.16,3.030413194444445,0.0,135.52,2.78041319444444,0.0,474.32,2.660413194444459,0.0,252.34,2.8604131944444475,0.10148891565093159,3.086127480158735,0.34592181885782447,3.0211274801587322,0.27164638455491996,3.287,0.0,445.111,0.0008979591836734694,9.24,0.5323617582070707,-1.1195868055555418,1.1195868055555418,0.2263888888888889,-0.1499999999999866,0.1000000000000183,0,1,1,2.880413194444458,MODÉRÉ,2024-01-04,KFC Paris Louvre,Poulet Frit
