month,day_of_week,is_weekend,week_of_year,is_month_start,is_month_end,selling_price,units_sold,qsp_score,price_norm_by_category,price_to_units_ratio,rest_units_ma_14,rest_units_ma_30,rest_units_std_14,rest_units_std_30,rest_qsp_ma_14,rest_qsp_ma_30,rest_performance_30d,prod_popularity_in_rest,units_trend_7d,qsp_trend_14d,gap_percentage,region_Paris,region_Lyon,region_Marseille,region_Toulouse,region_Lille,region_Bordeaux,region_Nantes,region_Strasbourg,region_Rennes,region_Nice,category_Poulet,category_Sandwich,category_Autre,category_Boisson,category_Dessert
1,3,0,1,0,0,5.5,42,0.85,0.9998611014647097,0.12790697674418605,52.714285714285715,45.5,20.55173049583968,17.772023733559635,0.8364285714285715,0.8360000000000001,0.9479166666666666,0.8424908424908425,0.892857142857145,-0.0007252747252747691,2.890413194444464,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,0,1,0,0,9.24,74,0.8,0.9998611014647103,0.1232,50.214285714285715,45.56666666666667,19.47060337032204,17.754423117349805,0.8342857142857143,0.8383333333333333,1.0356060606060606,1.0095098756400878,-0.464285714285712,0.0010989010989010599,3.6704131944444462,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0,1,0,0,6.16,66,0.76,-0.9998611014647101,0.09194029850746269,51.642857142857146,47.03333333333333,20.477406472113998,18.23502377168791,0.8292857142857143,0.837,1.1957627118644067,1.0471296952515947,3.230166114237852e-16,0.0012967032967032448,2.910413194444464,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,0,1,0,0,6.82,71,0.91,-0.9998611014647089,0.09472222222222222,53.5,47.266666666666666,20.51922175762185,18.437094043845665,0.8192857142857143,0.8326666666666667,1.0681732580037664,0.9996473906911143,2.82142857142857,0.0016483516483516128,2.8404131944444364,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0,1,0,0,7.7,54,0.83,0.9998611014647089,0.14,53.142857142857146,48.93333333333333,20.13743984513632,18.23965617744108,0.8292857142857143,0.8333333333333334,1.2356902356902355,1.1495231607629428,5.964285714285715,0.0026153846153845793,3.3004131944444604,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,0,1,0,0,3.3,30,0.93,-0.999861101464709,0.1064516129032258,51.5,50.03333333333333,18.944250193254305,17.476059157549255,0.8342857142857143,0.8346666666666667,1.3707762557077625,0.8744170552964691,4.107142857142859,0.0003516483516483004,3.54041319444446,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,0,1,0,0,1.76,46,0.9,-0.999722183631255,0.0374468085106383,51.92857142857143,50.0,18.33225105030555,17.514525991006874,0.8364285714285715,0.8366666666666666,1.4,0.73,-4.071428571428572,0.005252747252747193,2.570413194444433,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,1,0,0,4.84,62,0.76,-0.999722183631255,0.07682539682539682,53.07142857142857,50.06666666666667,17.331448897282687,17.494695419357612,0.8457142857142858,0.8396666666666667,1.362358276643991,0.9087882822902795,-3.142857142857144,0.004879120879120844,2.850413194444442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,1,0,0,5.5,73,0.79,0.9998611014647097,0.07432432432432433,54.0,50.333333333333336,17.444417224650778,17.61725904026941,0.8442857142857143,0.8376666666666667,1.3017241379310347,0.7798013245033112,-4.178571428571429,0.0002637362637362353,3.110413194444465,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,1,1,0,0,9.24,45,0.86,0.9998611014647103,0.2008695652173913,56.642857142857146,51.3,17.309877761898512,18.04811576754263,0.8428571428571429,0.8390000000000001,1.3086734693877549,1.0058479532163744,-0.1785714285714305,-0.002417582417582453,3.8004131944444577,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,1,1,0,0,6.16,33,0.77,-0.9998611014647101,0.1811764705882353,55.0,51.56666666666667,17.240381934016707,17.887933388727173,0.8421428571428571,0.8393333333333334,1.3222222222222224,1.020038784744667,-0.285714285714288,-0.0010329670329670396,3.220413194444453,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,1,1,0,0,6.82,70,0.93,-0.9998611014647089,0.09605633802816901,52.642857142857146,50.666666666666664,17.865338778493122,18.126629930675982,0.8385714285714286,0.8386666666666667,1.2433537832310837,1.0263157894736843,-0.21428571428571405,-0.0038241758241758348,3.230413194444433,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,1,1,0,0,7.7,42,0.91,0.9998611014647089,0.17906976744186046,54.42857142857143,51.9,18.287087860498264,18.141873833948264,0.8407142857142859,0.8423333333333333,1.292528735632184,1.0751445086705202,2.7500000000000013,0.0008131868131867813,3.6704131944444462,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,1,1,0,0,3.3,71,0.92,-0.999861101464709,0.04583333333333333,55.92857142857143,52.4,16.059812652007587,17.63147655521912,0.8414285714285715,0.8420000000000001,1.336247723132969,0.7824427480916031,-1.2857142857142847,0.004747252747252703,3.750413194444454,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,1,1,0,0,1.76,61,0.88,-0.999722183631255,0.02838709677419355,55.642857142857146,53.03333333333333,15.726543670628214,17.954892395097787,0.8514285714285714,0.844,1.3236272878535773,0.7240729101194218,-0.3571428571428583,0.004967032967032939,2.420413194444447,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,1,1,0,0,4.84,43,0.8,-0.999722183631255,0.11,57.0,53.7,15.271894749204167,17.863756410773416,0.8535714285714285,0.8466666666666668,1.3383177570093459,0.9087523277467411,0.892857142857143,0.005736263736263739,3.0504131944444186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,1,1,0,0,5.5,53,0.93,0.9998611014647097,0.10185185185185185,54.785714285714285,54.03333333333333,14.859229566054353,17.554807443199604,0.8535714285714286,0.8436666666666668,1.3608395061728396,0.8513263417643431,1.821428571428569,0.002439560439560401,2.3204131944444653,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6,1,1,0,0,9.24,41,0.78,0.9998611014647103,0.22,53.857142857142854,53.233333333333334,14.506535094210502,17.01051061151216,0.8657142857142857,0.8453333333333334,1.2742021276595745,0.9486537257357546,0.892857142857143,0.0015384615384615103,3.48041319444445,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,1,1,0,0,6.16,63,0.76,-0.9998611014647101,0.09625,51.714285714285715,52.8,13.985864135061371,17.15527464880298,0.8564285714285715,0.8423333333333333,1.2446650124069478,0.9343434343434345,-3.32142857142857,0.0005494505494505259,3.1704131944444374,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6,1,1,0,0,6.82,66,0.83,-0.9998611014647089,0.1017910447761194,52.357142857142854,53.56666666666667,14.302270625846283,17.07727534864193,0.8514285714285715,0.8376666666666668,1.2663514578408197,1.026757934038581,-0.17857142857142883,-0.0030769230769230934,3.230413194444446,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,1,1,0,0,7.7,25,0.9,0.9998611014647089,0.29615384615384616,54.92857142857143,53.233333333333334,13.164429262303713,16.718115991308668,0.8442857142857143,0.8396666666666666,1.212472885032538,1.0050093926111459,-0.4642857142857158,-0.0010989010989011258,3.340413194444446,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6,1,1,0,0,3.3,78,0.83,-0.999861101464709,0.04177215189873418,53.42857142857143,51.5,15.285560233382094,16.864060949965108,0.8442857142857143,0.8443333333333334,1.1341341341341342,0.8932038834951457,-1.8571428571428588,0.002329670329670278,3.44041319444444,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6,1,1,0,0,1.76,34,0.9,-0.999722183631255,0.05028571428571429,54.57142857142857,53.3,16.523709239543265,16.70876292909471,0.8492857142857142,0.842,1.198338220918866,0.791119449656035,2.6428571428571397,-0.0008571428571428919,2.990413194444434,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6,1,1,0,0,4.84,68,0.88,-0.999722183631255,0.07014492753623189,51.785714285714285,53.43333333333333,16.465248118519074,16.53143991753672,0.8571428571428571,0.8463333333333334,1.2178537511870844,0.8951965065502184,-0.7499999999999973,-0.0013626373626373955,2.600413194444425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6,1,1,0,0,5.5,34,0.84,0.9998611014647097,0.15714285714285714,53.42857142857143,54.06666666666667,16.87836250585706,16.718631632946547,0.8585714285714287,0.8496666666666667,1.2265577737447066,0.8723797780517878,1.2499999999999987,-0.0006153846153846437,2.5704131944444453,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,0,9.24,78,0.81,0.9998611014647103,0.11696202531645569,53.5,54.0,16.787128769021006,16.796961958475787,0.8635714285714285,0.8506666666666667,1.233743409490334,0.9100529100529101,-2.64285714285714,-0.004065934065934125,2.980413194444429,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,2,0,0,6.16,33,0.89,-0.9998611014647101,0.1811764705882353,54.07142857142857,54.333333333333336,17.512475929656937,17.179244360029614,0.8550000000000001,0.8486666666666667,1.2164179104477613,0.943908851884312,1.5714285714285707,-0.003406593406593439,2.8104131944444446,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,2,0,0,6.82,69,0.94,-0.9998611014647089,0.09742857142857143,53.42857142857143,53.233333333333334,18.143506088593064,17.460661861558346,0.8535714285714285,0.8510000000000001,1.1718029350104822,1.0627068610788084,0.8571428571428573,-0.0005934065934066555,2.9004131944444453,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,2,0,0,7.7,53,0.81,0.9998611014647089,0.1425925925925926,53.285714285714285,54.03333333333333,18.001831408663246,17.619509823964503,0.8549999999999999,0.8523333333333334,1.189800050620096,0.9147792368026791,-0.6785714285714283,0.004065934065934044,2.7004131944444563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,2,0,0,3.3,58,0.84,-0.999861101464709,0.05593220338983051,52.714285714285715,55.1,17.864569884071027,16.482697301862565,0.85,0.8493333333333334,1.2354260089686098,0.9178117708063261,2.071428571428572,0.0036043956043955877,3.970413194444442,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,0,1.76,69,0.82,-0.999722183631255,0.025142857142857144,53.785714285714285,54.53333333333333,17.686059575176824,16.06180591326524,0.8528571428571429,0.8513333333333333,1.196414248643548,0.7518337408312958,-0.035714285714288876,0.001670329670329622,2.620413194444436,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,0,4.84,42,0.76,-0.999722183631255,0.11255813953488372,54.92857142857143,55.43333333333333,18.142446131885087,16.091727009892985,0.845,0.8503333333333334,1.219152348224513,0.9148698565415343,3.0357142857142843,0.003274725274725291,2.93041319444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0,5.5,35,0.94,0.9998611014647097,0.1527777777777778,55.0,54.36666666666667,18.08526812289283,15.87772965038058,0.8435714285714285,0.8490000000000001,1.1733812949640288,0.8329683804852412,-1.6785714285714322,-0.0012967032967033066,2.5104131944444488,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,2,0,0,9.24,41,0.86,0.9998611014647103,0.22,53.0,53.333333333333336,18.67124485982081,16.10168835296758,0.8564285714285713,0.855,1.1368861024033439,0.9890625,-1.1428571428571404,-0.0012967032967033524,3.130413194444438,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,2,0,0,6.16,32,0.88,-0.9998611014647101,0.18666666666666668,51.214285714285715,52.333333333333336,18.52722973782756,15.896938185643197,0.8585714285714285,0.8533333333333333,1.0994397759103642,0.9363057324840763,-4.8571428571428585,-0.0020659340659341034,3.260413194444426,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,2,0,0,6.82,74,0.86,-0.9998611014647089,0.09093333333333334,51.714285714285715,51.6,17.847337967536582,16.319229190721913,0.8571428571428571,0.8550000000000001,1.08,1.126453488372093,-4.678571428571432,-8.791208791212336e-05,3.250413194444457,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,2,0,0,7.7,76,0.91,0.9998611014647089,0.1,51.42857142857143,53.06666666666667,17.421093693982183,16.288208837267426,0.8592857142857143,0.8526666666666667,1.1219809523809525,0.9398555276381909,-0.9642857142857142,-0.0009010989010989505,2.800413194444451,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,2,0,0,3.3,35,0.88,-0.999861101464709,0.09166666666666666,54.42857142857143,54.06666666666667,17.80109886718012,16.75365803253917,0.8600000000000001,0.853,1.1439495174461767,0.9525277435265104,2.928571428571428,0.0018901098901098602,3.000413194444428,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,2,0,0,1.76,35,0.83,-0.999722183631255,0.04888888888888889,52.07142857142857,53.166666666666664,18.04892618035036,17.035628655208495,0.86,0.857,1.1159849300322926,0.8369905956112853,3.3571428571428563,0.003120879120879081,2.9004131944444578,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,2,0,0,4.84,70,0.78,-0.999722183631255,0.06816901408450704,52.142857142857146,51.9,17.973729302928355,16.922439703460054,0.8592857142857142,0.8583333333333333,1.0750906266183324,0.9561657032755299,1.142857142857141,0.001604395604395564,2.5204131944444663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,2,0,0,5.5,59,0.9,0.9998611014647097,0.09166666666666666,51.57142857142857,52.733333333333334,17.198901063794693,17.184462375251563,0.8571428571428571,0.8556666666666666,1.0941632928475034,0.8343868520859671,1.928571428571433,-0.0022857142857143392,3.190413194444436,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,2,0,0,9.24,60,0.88,0.9998611014647103,0.15147540983606558,53.42857142857143,53.6,16.425656693179675,16.80640272080236,0.8578571428571429,0.86,1.1205574912891987,0.9597844112769486,1.1428571428571448,2.197802197800234e-05,3.0604131944444246,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0,2,0,0,6.16,69,0.81,-0.9998611014647101,0.08800000000000001,52.785714285714285,53.266666666666666,15.93823931704732,16.567382440190727,0.8535714285714286,0.8583333333333333,1.101715568382235,0.8844388819357532,-1.464285714285715,0.00336263736263733,2.830413194444444,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,2,0,0,6.82,46,0.95,-0.9998611014647089,0.1451063829787234,53.92857142857143,54.166666666666664,16.51788907035823,16.667298838585467,0.8535714285714286,0.855,1.1236837969511237,1.1056410256410256,1.8928571428571406,0.0006813186813186742,2.630413194444442,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0,2,0,0,7.7,72,0.93,0.9998611014647089,0.10547945205479452,53.07142857142857,53.333333333333336,16.601502646142926,16.41978061370793,0.8614285714285714,0.856,1.094890510948905,0.9895833333333333,3.2499999999999996,0.0029890109890109763,3.3004131944444355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,2,0,0,3.3,51,0.88,-0.999861101464709,0.06346153846153846,53.285714285714285,53.7,16.840558055016945,16.71701590265604,0.8692857142857143,0.8576666666666667,1.096404793608522,0.924891371818746,2.607142857142855,0.0035824175824175635,3.520413194444449,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,2,0,0,1.76,34,0.77,-0.999722183631255,0.05028571428571429,53.92857142857143,53.96666666666667,16.54580721100475,16.603870203874944,0.8778571428571429,0.8603333333333333,1.104718350754936,0.8050236771669754,-1.6071428571428583,0.0002857142857142445,2.230413194444427,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,2,0,0,4.84,28,0.82,-0.999722183631255,0.16689655172413792,53.857142857142854,53.333333333333336,16.635722188929858,16.999661930377506,0.8657142857142858,0.855,1.0898254576415496,0.9729166666666665,-3.214285714285714,-0.0007472527472527682,3.00041319444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,2,0,0,5.5,79,0.83,0.9998611014647097,0.06875,52.92857142857143,52.9,17.73507730552555,17.48368697800402,0.8628571428571429,0.8563333333333334,1.084560669456067,0.8632640201638311,-5.750000000000002,-0.002241758241758286,2.6304131944444418,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,2,0,0,9.24,76,0.85,0.9998611014647103,0.12000000000000001,56.285714285714285,53.43333333333333,17.916166191152936,18.03766812158289,0.8592857142857143,0.8586666666666666,1.0891425465416495,0.9787897691827823,-1.5714285714285703,-0.0026153846153846557,3.060413194444437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,2,0,0,6.16,24,0.88,-0.9998611014647101,0.2464,56.42857142857143,53.766666666666666,18.075543552692277,18.367293520395638,0.8585714285714285,0.8593333333333334,1.0885668916236602,0.91692498450093,2.8928571428571406,-0.002857142857142927,3.280413194444462,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,2,0,0,6.82,43,0.82,-0.9998611014647089,0.155,52.714285714285715,53.733333333333334,19.060343735009177,18.422125627724885,0.8564285714285713,0.8586666666666666,1.0983228511530398,1.0887096774193548,-1.7499999999999982,-0.000549450549450582,2.7004131944444563,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,2,0,0,7.7,40,0.87,0.9998611014647089,0.1878048780487805,53.285714285714285,52.56666666666667,18.602847471984884,17.93413876753866,0.8521428571428571,0.8583333333333333,1.06256038647343,1.040583386176284,0.1428571428571425,-0.0008131868131868714,3.010413194444458,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,2,0,0,3.3,60,0.75,-0.999861101464709,0.054098360655737705,53.642857142857146,52.766666666666666,18.26980334556764,17.75248080445782,0.8550000000000001,0.8573333333333333,1.072816265060241,0.9437776373973468,-0.24999999999999864,-0.001032967032967079,3.3504131944444517,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,2,0,0,1.76,61,0.77,-0.999722183631255,0.02838709677419355,52.92857142857143,52.5,17.76974215524065,17.57496259867506,0.852857142857143,0.853,1.0600220264317182,0.8095238095238095,-0.5357142857142896,-0.006505494505494545,2.8204131944444373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,0,2,0,0,4.84,52,0.85,-0.999722183631255,0.09132075471698113,53.07142857142857,53.4,17.830243476116156,17.283837377236523,0.8435714285714286,0.8506666666666667,1.084263959390863,0.9269662921348315,-2.5000000000000018,-0.007318681318681387,3.08041319444446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,2,0,0,5.5,53,0.83,0.9998611014647097,0.10185185185185185,52.5,52.53333333333333,17.7189598583421,16.647943506286456,0.8414285714285714,0.8520000000000001,1.0558533145275035,0.932741116751269,0.6785714285714264,-0.005934065934065957,2.31041319444446,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,0,2,0,0,9.24,33,0.9,0.9998611014647103,0.27176470588235296,51.357142857142854,53.2,17.077232449430095,16.234063803811004,0.8428571428571427,0.85,1.0754966887417219,1.0235816814764183,4.500000000000001,-0.007296703296703358,3.03041319444442,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0,2,0,0,6.16,23,0.93,-0.9998611014647101,0.25666666666666665,50.42857142857143,52.0,17.731824001426997,16.355954309648517,0.8392857142857143,0.8486666666666666,1.0442477876106195,0.9038461538461539,-0.42857142857142866,-0.002131868131868165,2.350413194444445,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,0,2,0,0,6.82,65,0.82,-0.9998611014647089,0.10333333333333333,46.92857142857143,51.0,17.980606157807852,17.18860889839747,0.8392857142857143,0.8526666666666667,1.0230692076228687,1.1194295900178253,-4.035714285714283,0.003450549450549455,3.380413194444444,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0,2,0,0,7.7,74,0.86,0.9998611014647089,0.10266666666666667,47.92857142857143,51.233333333333334,18.60299515055112,17.33380856996608,0.835,0.852,1.024325224925025,1.041580410480866,-2.8571428571428608,0.004241758241758224,3.690413194444457,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,0,2,0,0,3.3,67,0.76,-0.999861101464709,0.048529411764705876,50.785714285714285,51.4,19.355693145502624,17.53341637146543,0.8414285714285714,0.8533333333333334,1.0178217821782178,0.9869119207640609,1.2500000000000018,0.002813186813186781,3.840413194444431,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,0,2,0,0,1.76,65,0.92,-0.999722183631255,0.02666666666666667,53.57142857142857,52.233333333333334,18.61642899622344,17.664855686837107,0.8371428571428571,0.8533333333333333,1.0302432610124916,0.8458548471311713,4.249999999999999,-0.00021978021978025437,2.6804131944444576,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,2,0,0,4.84,24,0.8,-0.999722183631255,0.1936,52.57142857142857,53.233333333333334,17.487200971058748,17.504055359344253,0.8435714285714285,0.8526666666666667,1.0583167660702453,0.9341378721466386,5.535714285714286,0.00191208791208788,2.9204131944444565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,2,0,0,5.5,63,0.77,0.9998611014647097,0.0859375,48.857142857142854,52.666666666666664,17.649829560550533,18.176023109909213,0.84,0.8506666666666668,1.0401579986833442,0.9372842347525893,2.107142857142858,0.0008791208791208399,2.420413194444435,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,1,2,0,0,9.24,36,0.83,0.9998611014647103,0.24972972972972973,51.642857142857146,53.7,16.46257827670027,17.838644606003847,0.8321428571428571,0.847,1.0567399147261396,0.9807572936064555,1.0357142857142851,0.00019780219780215407,2.9504131944444483,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,1,2,0,0,6.16,23,0.95,-0.9998611014647101,0.25666666666666665,51.142857142857146,52.43333333333333,16.84708211602757,17.69606099426207,0.8328571428571429,0.846,1.017464424320828,0.8582326764144946,-5.428571428571426,-0.0002637362637363046,2.640413194444436,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,1,2,0,0,6.82,32,0.86,-0.9998611014647089,0.20666666666666667,49.92857142857143,50.666666666666664,18.264990832461155,17.906526133254303,0.8385714285714286,0.8473333333333333,0.9731113956466068,1.1398026315789473,-7.750000000000001,0.0043076923076922746,2.9804131944444534,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
